time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
0.86,91.558,0.569,0.307,0.1486,0.1720,0.000,3.474,-58.914
0.88,91.642,0.742,0.293,0.1484,0.1674,0.000,3.666,-58.443
0.90,91.730,0.933,0.283,0.1481,0.1628,0.000,3.863,-57.972
0.92,91.822,1.137,0.275,0.1480,0.1583,0.000,4.064,-57.503
0.94,91.917,1.351,0.271,0.1479,0.1541,0.000,4.270,-57.036
0.96,92.015,1.573,0.269,0.1478,0.1501,0.000,4.481,-56.570
0.98,92.115,1.797,0.270,0.1478,0.1464,0.000,4.696,-56.106
1.00,92.219,2.022,0.274,0.1478,0.1430,0.000,4.915,-55.643
1.02,92.324,2.244,0.280,0.1479,0.1400,0.000,5.140,-55.181
1.04,92.431,2.461,0.288,0.1480,0.1373,0.000,5.368,-54.721
1.06,92.540,2.669,0.298,0.1482,0.1350,0.000,5.601,-54.263
1.08,92.650,2.866,0.310,0.1484,0.1331,0.000,5.838,-53.806
1.10,92.761,3.050,0.323,0.1486,0.1316,0.000,6.079,-53.350
1.12,92.873,3.220,0.337,0.1488,0.1304,0.000,6.325,-52.897
1.14,92.985,3.374,0.352,0.1491,0.1296,0.000,6.575,-52.444
1.16,93.098,3.511,0.368,0.1493,0.1292,0.000,6.829,-51.994
1.18,93.210,3.630,0.384,0.1496,0.1292,0.000,7.087,-51.545
1.20,93.322,3.730,0.400,0.1499,0.1294,0.000,7.350,-51.097
1.22,93.433,3.812,0.416,0.1502,0.1299,0.000,7.616,-50.652
1.24,93.544,3.875,0.432,0.1504,0.1307,0.000,7.887,-50.208
1.26,93.654,3.920,0.446,0.1507,0.1318,0.000,8.161,-49.766
1.28,93.763,3.946,0.461,0.1510,0.1330,0.000,8.440,-49.326
1.30,93.871,3.956,0.474,0.1512,0.1344,0.000,8.723,-48.887
1.32,93.978,3.949,0.486,0.1514,0.1360,0.000,9.011,-48.451
1.34,94.084,3.928,0.497,0.1517,0.1377,0.000,9.302,-48.017
1.36,94.188,3.892,0.507,0.1519,0.1395,0.000,9.597,-47.585
1.38,94.291,3.844,0.516,0.1520,0.1413,0.000,9.897,-47.155
1.40,94.393,3.784,0.523,0.1522,0.1432,0.000,10.201,-46.727
1.42,94.493,3.715,0.529,0.1523,0.1450,0.000,10.508,-46.302
1.44,94.592,3.638,0.534,0.1524,0.1469,0.000,10.820,-45.879
1.46,94.689,3.553,0.537,0.1525,0.1487,0.000,11.137,-45.458
1.48,94.785,3.464,0.539,0.1526,0.1504,0.000,11.457,-45.040
1.50,94.880,3.370,0.540,0.1526,0.1521,0.000,11.781,-44.624
1.52,94.974,3.275,0.540,0.1527,0.1536,0.000,12.110,-44.211
1.54,95.066,3.178,0.539,0.1527,0.1551,0.000,12.442,-43.800
1.56,95.158,3.081,0.537,0.1527,0.1564,0.000,12.779,-43.393
1.58,95.248,2.986,0.534,0.1527,0.1576,0.000,13.120,-42.987
1.60,95.337,2.893,0.530,0.1526,0.1587,0.000,13.465,-42.585
1.62,95.426,2.804,0.525,0.1526,0.1596,0.000,13.814,-42.186
1.64,95.514,2.719,0.520,0.1525,0.1603,0.000,14.167,-41.789
1.66,95.601,2.639,0.514,0.1524,0.1609,0.000,14.524,-41.396
1.68,95.688,2.565,0.508,0.1523,0.1614,0.000,14.884,-41.005
1.70,95.775,2.497,0.501,0.1522,0.1617,0.000,15.249,-40.618
1.72,95.861,2.436,0.494,0.1521,0.1619,0.000,15.618,-40.233
1.74,95.947,2.382,0.487,0.1520,0.1620,0.000,15.991,-39.852
1.76,96.033,2.335,0.480,0.1519,0.1619,0.000,16.368,-39.474
1.78,96.119,2.296,0.474,0.1518,0.1617,0.000,16.748,-39.099
1.80,96.205,2.264,0.467,0.1517,0.1614,0.000,17.132,-38.727
1.82,96.291,2.239,0.460,0.1516,0.1610,0.000,17.520,-38.358
1.84,96.378,2.221,0.454,0.1515,0.1606,0.000,17.912,-37.993
1.86,96.465,2.211,0.448,0.1515,0.1600,0.000,18.308,-37.631
1.88,96.552,2.206,0.443,0.1514,0.1594,0.000,18.707,-37.273
1.90,96.640,2.208,0.437,0.1513,0.1587,0.000,19.109,-36.917
1.92,96.728,2.216,0.433,0.1512,0.1580,0.000,19.516,-36.566
1.94,96.816,2.228,0.429,0.1511,0.1572,0.000,19.926,-36.217
1.96,96.905,2.246,0.425,0.1511,0.1565,0.000,20.339,-35.872
1.98,96.995,2.267,0.422,0.1510,0.1557,0.000,20.756,-35.531
2.00,97.085,2.292,0.419,0.1510,0.1549,0.000,21.177,-35.192
2.02,97.175,2.320,0.417,0.1510,0.1542,0.000,21.601,-34.858
2.04,97.266,2.350,0.415,0.1509,0.1535,0.000,22.028,-34.527
2.06,97.357,2.382,0.414,0.1509,0.1528,0.000,22.458,-34.199
2.08,97.449,2.415,0.414,0.1509,0.1521,0.000,22.892,-33.875
2.10,97.541,2.448,0.413,0.1509,0.1515,0.000,23.329,-33.555
2.12,97.634,2.482,0.414,0.1509,0.1509,0.000,23.770,-33.238
2.14,97.726,2.515,0.414,0.1510,0.1504,0.000,24.213,-32.924
2.16,97.819,2.547,0.415,0.1510,0.1500,0.000,24.660,-32.615
2.18,97.912,2.577,0.417,0.1510,0.1496,0.000,25.110,-32.309
2.20,98.006,2.606,0.418,0.1510,0.1492,0.000,25.563,-32.006
2.22,98.099,2.633,0.420,0.1511,0.1490,0.000,26.019,-31.708
2.24,98.193,2.658,0.422,0.1511,0.1488,0.000,26.478,-31.413
2.26,98.286,2.679,0.424,0.1512,0.1486,0.000,26.940,-31.121
2.28,98.380,2.698,0.427,0.1512,0.1485,0.000,27.405,-30.834
2.30,98.473,2.714,0.429,0.1513,0.1485,0.000,27.873,-30.550
2.32,98.566,2.727,0.431,0.1513,0.1485,0.000,28.344,-30.271
2.34,98.660,2.737,0.434,0.1514,0.1486,0.000,28.818,-29.995
2.36,98.753,2.743,0.436,0.1514,0.1488,0.000,29.295,-29.723
2.38,98.845,2.747,0.438,0.1515,0.1489,0.000,29.774,-29.454
2.40,98.938,2.747,0.440,0.1515,0.1491,0.000,30.256,-29.190
2.42,99.030,2.745,0.442,0.1516,0.1494,0.000,30.741,-28.930
2.44,99.122,2.740,0.444,0.1516,0.1496,0.000,31.229,-28.673
2.46,99.214,2.732,0.446,0.1516,0.1499,0.000,31.719,-28.421
2.48,99.305,2.722,0.447,0.1517,0.1502,0.000,32.212,-28.173
2.50,99.396,2.710,0.448,0.1517,0.1505,0.000,32.707,-27.928
2.52,99.487,2.696,0.449,0.1518,0.1509,0.000,33.205,-27.688
2.54,99.577,2.680,0.450,0.1518,0.1512,0.000,33.706,-27.452
2.56,99.667,2.663,0.451,0.1518,0.1515,0.000,34.209,-27.220
2.58,99.757,2.645,0.451,0.1518,0.1518,0.000,34.714,-26.993
2.60,99.847,2.625,0.451,0.1518,0.1521,0.000,35.222,-26.769
2.62,99.936,2.605,0.451,0.1518,0.1524,0.000,35.732,-26.550
2.64,100.025,2.585,0.450,0.1519,0.1527,0.000,36.245,-26.335
2.66,100.113,2.564,0.450,0.1519,0.1530,0.000,36.760,-26.124
2.68,100.201,2.544,0.449,0.1519,0.1532,0.000,37.277,-25.918
2.70,100.289,2.523,0.448,0.1519,0.1534,0.000,37.796,-25.715
2.72,100.377,2.503,0.447,0.1519,0.1536,0.000,38.318,-25.518
2.74,100.464,2.484,0.446,0.1519,0.1538,0.000,38.842,-25.324
2.76,100.552,2.466,0.445,0.1518,0.1539,0.000,39.367,-25.135
2.78,100.639,2.448,0.444,0.1518,0.1541,0.000,39.895,-24.951
2.80,100.726,2.432,0.442,0.1518,0.1541,0.000,40.425,-24.770
2.82,100.813,2.417,0.441,0.1518,0.1542,0.000,40.957,-24.595
2.84,100.899,2.403,0.439,0.1518,0.1542,0.000,41.491,-24.423
2.86,100.986,2.390,0.438,0.1518,0.1543,0.000,42.027,-24.257
2.88,101.073,2.378,0.436,0.1518,0.1542,0.000,42.565,-24.094
2.90,101.159,2.368,0.435,0.1518,0.1542,0.000,43.104,-23.936
2.92,101.245,2.360,0.433,0.1517,0.1542,0.000,43.646,-23.783
2.94,101.332,2.352,0.432,0.1517,0.1541,0.000,44.189,-23.635
2.96,101.418,2.346,0.430,0.1517,0.1540,0.000,44.734,-23.490
2.98,101.504,2.341,0.429,0.1517,0.1539,0.000,45.280,-23.351
3.00,101.591,2.338,0.428,0.1517,0.1538,0.000,45.828,-23.216
3.02,101.677,2.335,0.426,0.1517,0.1537,0.000,46.378,-23.086
3.04,101.763,2.333,0.425,0.1517,0.1535,0.000,46.930,-22.960
3.06,101.849,2.333,0.424,0.1517,0.1534,0.000,47.482,-22.839
3.08,101.936,2.333,0.423,0.1516,0.1533,0.000,48.037,-22.722
3.10,102.022,2.334,0.422,0.1516,0.1531,0.000,48.593,-22.610
3.12,102.108,2.336,0.422,0.1516,0.1530,0.000,49.150,-22.503
3.14,102.195,2.338,0.421,0.1516,0.1529,0.000,49.708,-22.401
3.16,102.281,2.341,0.420,0.1516,0.1527,0.000,50.268,-22.303
3.18,102.367,2.343,0.420,0.1516,0.1526,0.000,50.830,-22.209
3.20,102.454,2.346,0.420,0.1516,0.1525,0.000,51.392,-22.121
3.22,102.540,2.350,0.419,0.1516,0.1524,0.000,51.956,-22.037
3.24,102.626,2.353,0.419,0.1516,0.1523,0.000,52.520,-21.958
3.26,102.713,2.356,0.419,0.1517,0.1522,0.000,53.086,-21.884
