time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
0.86,87.338,1.866,0.753,0.2715,0.3225,0.000,3.874,-59.412
0.88,87.244,1.675,0.734,0.2712,0.3232,0.000,4.085,-58.976
0.90,87.150,1.507,0.714,0.2708,0.3236,0.000,4.302,-58.542
0.92,87.056,1.363,0.695,0.2704,0.3235,0.000,4.525,-58.112
0.94,86.962,1.241,0.675,0.2700,0.3231,0.000,4.753,-57.686
0.96,86.868,1.144,0.655,0.2697,0.3222,0.000,4.986,-57.262
0.98,86.775,1.069,0.635,0.2693,0.3210,0.000,5.224,-56.843
1.00,86.682,1.019,0.615,0.2689,0.3194,0.000,5.467,-56.427
1.02,86.590,0.992,0.596,0.2685,0.3174,0.000,5.715,-56.014
1.04,86.499,0.988,0.576,0.2681,0.3149,0.000,5.969,-55.605
1.06,86.410,1.008,0.556,0.2677,0.3121,0.000,6.227,-55.200
1.08,86.322,1.052,0.536,0.2673,0.3089,0.000,6.491,-54.799
1.10,86.236,1.120,0.516,0.2669,0.3053,0.000,6.759,-54.402
1.12,86.152,1.211,0.496,0.2665,0.3013,0.000,7.032,-54.008
1.14,86.070,1.325,0.477,0.2662,0.2969,0.000,7.310,-53.619
1.16,85.991,1.464,0.457,0.2658,0.2921,0.000,7.593,-53.234
1.18,85.915,1.625,0.438,0.2654,0.2869,0.000,7.881,-52.852
1.20,85.841,1.810,0.418,0.2650,0.2814,0.000,8.173,-52.475
1.22,85.770,2.018,0.399,0.2646,0.2755,0.000,8.470,-52.102
1.24,85.703,2.250,0.380,0.2643,0.2692,0.000,8.772,-51.733
1.26,85.640,2.504,0.361,0.2639,0.2625,0.000,9.078,-51.369
1.28,85.581,2.780,0.342,0.2635,0.2555,0.000,9.389,-51.009
1.30,85.527,3.080,0.323,0.2632,0.2481,0.000,9.704,-50.653
1.32,85.477,3.401,0.305,0.2628,0.2403,0.000,10.023,-50.301
1.34,85.432,3.744,0.288,0.2624,0.2323,0.000,10.347,-49.954
1.36,85.394,4.109,0.273,0.2621,0.2242,0.000,10.676,-49.612
1.38,85.361,4.492,0.260,0.2619,0.2161,0.000,11.008,-49.274
1.40,85.336,4.893,0.249,0.2616,0.2080,0.000,11.345,-48.940
1.42,85.316,5.308,0.241,0.2614,0.2000,0.000,11.686,-48.610
1.44,85.303,5.735,0.238,0.2613,0.1923,0.000,12.031,-48.285
1.46,85.296,6.169,0.239,0.2613,0.1851,0.000,12.380,-47.965
1.48,85.294,6.606,0.244,0.2613,0.1784,0.000,12.733,-47.648
1.50,85.298,7.041,0.253,0.2614,0.1723,0.000,13.090,-47.336
1.52,85.306,7.469,0.266,0.2616,0.1668,0.000,13.450,-47.028
1.54,85.318,7.884,0.282,0.2618,0.1619,0.000,13.814,-46.724
1.56,85.334,8.284,0.301,0.2621,0.1578,0.000,14.182,-46.424
1.58,85.352,8.664,0.323,0.2625,0.1543,0.000,14.553,-46.129
1.60,85.373,9.021,0.347,0.2629,0.1515,0.000,14.927,-45.837
1.62,85.395,9.351,0.374,0.2633,0.1494,0.000,15.305,-45.550
1.64,85.418,9.652,0.401,0.2638,0.1479,0.000,15.686,-45.267
1.66,85.442,9.923,0.429,0.2643,0.1471,0.000,16.070,-44.988
1.68,85.466,10.162,0.458,0.2648,0.1469,0.000,16.457,-44.713
1.70,85.489,10.368,0.487,0.2653,0.1472,0.000,16.848,-44.442
1.72,85.512,10.541,0.515,0.2658,0.1481,0.000,17.241,-44.176
1.74,85.534,10.680,0.543,0.2662,0.1494,0.000,17.638,-43.913
1.76,85.554,10.787,0.569,0.2667,0.1512,0.000,18.037,-43.656
1.78,85.573,10.863,0.595,0.2672,0.1532,0.000,18.440,-43.402
1.80,85.589,10.908,0.619,0.2676,0.1557,0.000,18.845,-43.153
1.82,85.604,10.924,0.641,0.2680,0.1583,0.000,19.254,-42.909
1.84,85.617,10.913,0.661,0.2684,0.1612,0.000,19.665,-42.669
1.86,85.628,10.877,0.680,0.2687,0.1642,0.000,20.079,-42.434
1.88,85.636,10.818,0.696,0.2690,0.1674,0.000,20.495,-42.204
1.90,85.642,10.739,0.710,0.2693,0.1706,0.000,20.915,-41.979
1.92,85.646,10.641,0.722,0.2696,0.1739,0.000,21.337,-41.758
1.94,85.647,10.528,0.733,0.2698,0.1771,0.000,21.761,-41.543
1.96,85.646,10.402,0.741,0.2699,0.1803,0.000,22.188,-41.332
1.98,85.642,10.264,0.747,0.2701,0.1835,0.000,22.618,-41.127
2.00,85.636,10.118,0.751,0.2702,0.1865,0.000,23.050,-40.927
2.02,85.628,9.965,0.754,0.2703,0.1894,0.000,23.484,-40.732
2.04,85.617,9.809,0.755,0.2703,0.1921,0.000,23.921,-40.543
2.06,85.605,9.649,0.754,0.2703,0.1947,0.000,24.360,-40.359
2.08,85.590,9.490,0.752,0.2703,0.1972,0.000,24.801,-40.181
2.10,85.574,9.332,0.748,0.2703,0.1994,0.000,25.245,-40.008
2.12,85.556,9.176,0.744,0.2702,0.2014,0.000,25.690,-39.841
2.14,85.537,9.026,0.739,0.2701,0.2032,0.000,26.137,-39.679
2.16,85.517,8.881,0.732,0.2700,0.2049,0.000,26.586,-39.523
2.18,85.495,8.742,0.725,0.2699,0.2063,0.000,27.037,-39.373
2.20,85.472,8.612,0.718,0.2698,0.2075,0.000,27.490,-39.229
2.22,85.448,8.489,0.710,0.2697,0.2085,0.000,27.944,-39.090
2.24,85.424,8.376,0.702,0.2696,0.2094,0.000,28.400,-38.957
2.26,85.399,8.272,0.693,0.2694,0.2100,0.000,28.858,-38.830
2.28,85.374,8.177,0.685,0.2693,0.2105,0.000,29.317,-38.709
2.30,85.349,8.093,0.676,0.2691,0.2107,0.000,29.777,-38.594
2.32,85.323,8.019,0.667,0.2690,0.2108,0.000,30.239,-38.485
2.34,85.298,7.956,0.658,0.2688,0.2107,0.000,30.702,-38.382
2.36,85.273,7.902,0.649,0.2687,0.2105,0.000,31.165,-38.284
2.38,85.248,7.860,0.641,0.2685,0.2101,0.000,31.631,-38.193
2.40,85.224,7.827,0.632,0.2683,0.2095,0.000,32.097,-38.108
2.42,85.200,7.805,0.623,0.2682,0.2088,0.000,32.563,-38.028
