time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
0.86,88.661,0.000,0.689,0.2307,0.3051,0.000,3.886,-59.279
0.88,88.597,0.000,0.669,0.2325,0.3048,0.000,4.099,-58.835
0.90,88.532,0.000,0.648,0.2339,0.3040,0.000,4.318,-58.394
0.92,88.466,0.000,0.628,0.2349,0.3028,0.000,4.542,-57.956
0.94,88.401,0.000,0.607,0.2354,0.3012,0.000,4.771,-57.521
0.96,88.336,0.000,0.587,0.2356,0.2992,0.000,5.006,-57.090
0.98,88.272,0.000,0.567,0.2353,0.2968,0.000,5.246,-56.662
1.00,88.209,0.000,0.546,0.2346,0.2940,0.000,5.491,-56.237
1.02,88.148,0.000,0.526,0.2336,0.2908,0.000,5.742,-55.816
1.04,88.090,0.000,0.506,0.2321,0.2872,0.000,5.998,-55.398
1.06,88.034,0.000,0.486,0.2303,0.2833,0.000,6.259,-54.984
1.08,87.982,0.000,0.466,0.2280,0.2789,0.000,6.525,-54.574
1.10,87.933,0.000,0.446,0.2253,0.2741,0.000,6.796,-54.167
1.12,87.888,0.000,0.426,0.2223,0.2690,0.000,7.072,-53.764
1.14,87.849,0.000,0.406,0.2189,0.2634,0.000,7.353,-53.365
1.16,87.814,0.000,0.386,0.2150,0.2575,0.000,7.639,-52.969
1.18,87.786,0.000,0.366,0.2108,0.2511,0.000,7.930,-52.577
1.20,87.764,0.000,0.345,0.2063,0.2444,0.000,8.226,-52.190
1.22,87.750,0.000,0.325,0.2014,0.2373,0.000,8.527,-51.806
1.24,87.745,0.016,0.304,0.1965,0.2299,0.000,8.832,-51.426
1.26,87.746,0.326,0.286,0.1962,0.2223,0.000,9.143,-51.050
1.28,87.752,0.659,0.269,0.1958,0.2146,0.000,9.458,-50.677
1.30,87.765,1.013,0.255,0.1955,0.2069,0.000,9.777,-50.309
1.32,87.783,1.385,0.244,0.1953,0.1992,0.000,10.102,-49.945
1.34,87.808,1.772,0.238,0.1951,0.1918,0.000,10.430,-49.584
1.36,87.838,2.170,0.236,0.1950,0.1848,0.000,10.763,-49.227
1.38,87.874,2.574,0.237,0.1950,0.1782,0.000,11.101,-48.874
1.40,87.915,2.979,0.243,0.1950,0.1721,0.000,11.442,-48.525
1.42,87.961,3.381,0.253,0.1952,0.1666,0.000,11.788,-48.179
1.44,88.010,3.774,0.267,0.1954,0.1617,0.000,12.138,-47.837
1.46,88.064,4.154,0.283,0.1956,0.1574,0.000,12.491,-47.499
1.48,88.120,4.517,0.303,0.1959,0.1537,0.000,12.849,-47.165
1.50,88.178,4.860,0.325,0.1963,0.1508,0.000,13.210,-46.834
1.52,88.239,5.180,0.349,0.1967,0.1484,0.000,13.576,-46.507
1.54,88.300,5.473,0.374,0.1971,0.1468,0.000,13.945,-46.183
1.56,88.362,5.739,0.401,0.1975,0.1457,0.000,14.317,-45.863
1.58,88.424,5.974,0.428,0.1980,0.1452,0.000,14.693,-45.547
1.60,88.486,6.178,0.456,0.1985,0.1453,0.000,15.073,-45.235
1.62,88.547,6.350,0.483,0.1990,0.1460,0.000,15.457,-44.926
1.64,88.608,6.490,0.510,0.1994,0.1471,0.000,15.844,-44.622
1.66,88.667,6.599,0.537,0.1999,0.1486,0.000,16.234,-44.321
1.68,88.724,6.676,0.562,0.2004,0.1505,0.000,16.628,-44.024
1.70,88.781,6.724,0.585,0.2008,0.1527,0.000,17.025,-43.731
1.72,88.835,6.743,0.607,0.2012,0.1552,0.000,17.425,-43.442
1.74,88.887,6.735,0.628,0.2016,0.1579,0.000,17.829,-43.158
1.76,88.937,6.702,0.646,0.2019,0.1608,0.000,18.237,-42.878
1.78,88.984,6.645,0.663,0.2023,0.1639,0.000,18.647,-42.602
1.80,89.030,6.568,0.677,0.2025,0.1670,0.000,19.061,-42.330
1.82,89.073,6.473,0.690,0.2028,0.1702,0.000,19.478,-42.063
1.84,89.113,6.361,0.700,0.2030,0.1734,0.000,19.898,-41.801
1.86,89.151,6.235,0.708,0.2032,0.1765,0.000,20.321,-41.543
1.88,89.187,6.098,0.715,0.2033,0.1796,0.000,20.748,-41.290
1.90,89.220,5.951,0.719,0.2035,0.1826,0.000,21.177,-41.042
1.92,89.251,5.798,0.722,0.2036,0.1855,0.000,21.609,-40.799
1.94,89.280,5.640,0.722,0.2036,0.1883,0.000,22.045,-40.560
1.96,89.307,5.480,0.722,0.2036,0.1908,0.000,22.483,-40.327
1.98,89.332,5.319,0.719,0.2036,0.1932,0.000,22.924,-40.099
2.00,89.355,5.159,0.716,0.2036,0.1955,0.000,23.368,-39.876
2.02,89.376,5.002,0.711,0.2036,0.1975,0.000,23.815,-39.658
2.04,89.396,4.849,0.705,0.2035,0.1993,0.000,24.264,-39.445
2.06,89.415,4.702,0.698,0.2034,0.2008,0.000,24.716,-39.238
2.08,89.432,4.562,0.690,0.2033,0.2022,0.000,25.170,-39.036
2.10,89.448,4.431,0.682,0.2032,0.2033,0.000,25.627,-38.840
2.12,89.464,4.308,0.673,0.2030,0.2042,0.000,26.086,-38.649
2.14,89.479,4.195,0.663,0.2029,0.2049,0.000,26.548,-38.464
2.16,89.493,4.092,0.653,0.2027,0.2054,0.000,27.012,-38.284
2.18,89.507,4.000,0.643,0.2026,0.2057,0.000,27.478,-38.110
2.20,89.521,3.920,0.633,0.2024,0.2058,0.000,27.946,-37.941
2.22,89.535,3.850,0.623,0.2022,0.2056,0.000,28.416,-37.778
2.24,89.549,3.792,0.613,0.2021,0.2053,0.000,28.888,-37.621
2.26,89.563,3.746,0.603,0.2019,0.2049,0.000,29.363,-37.469
2.28,89.578,3.711,0.594,0.2017,0.2042,0.000,29.839,-37.323
2.30,89.593,3.687,0.584,0.2016,0.2034,0.000,30.317,-37.183
2.32,89.609,3.674,0.575,0.2014,0.2025,0.000,30.796,-37.048
2.34,89.626,3.671,0.567,0.2013,0.2015,0.000,31.277,-36.919
2.36,89.644,3.678,0.559,0.2011,0.2003,0.000,31.760,-36.796
2.38,89.662,3.695,0.552,0.2010,0.1991,0.000,32.245,-36.679
2.40,89.682,3.721,0.545,0.2009,0.1978,0.000,32.730,-36.567
2.42,89.703,3.754,0.539,0.2008,0.1965,0.000,33.218,-36.461
2.44,89.724,3.795,0.534,0.2007,0.1952,0.000,33.706,-36.361
2.46,89.747,3.842,0.530,0.2006,0.1938,0.000,34.196,-36.266
2.48,89.771,3.894,0.526,0.2005,0.1925,0.000,34.687,-36.178
2.50,89.796,3.952,0.523,0.2004,0.1911,0.000,35.179,-36.095
